"Offset","Position","Title","Identifier","Array","Access","Type","Reset Value","Reset Mask","Description","Documentation Source","Group","Is Implemented?","RISCV Privilege Level"
"0xc0c",,"Performance-Monitoring counter","hpmcounter12","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter12","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc0d",,"Performance-Monitoring counter","hpmcounter13","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter13","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc0e",,"Performance-Monitoring counter","hpmcounter14","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter14","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc0f",,"Performance-Monitoring counter","hpmcounter15","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter15","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc10",,"Performance-Monitoring counter","hpmcounter16","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter16","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc11",,"Performance-Monitoring counter","hpmcounter17","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter17","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc12",,"Performance-Monitoring counter","hpmcounter18","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter18","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc13",,"Performance-Monitoring counter","hpmcounter19","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter19","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc14",,"Performance-Monitoring counter","hpmcounter20","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter20","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc15",,"Performance-Monitoring counter","hpmcounter21","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter21","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc16",,"Performance-Monitoring counter","hpmcounter22","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter22","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc17",,"Performance-Monitoring counter","hpmcounter23","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter23","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc18",,"Performance-Monitoring counter","hpmcounter24","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter24","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc19",,"Performance-Monitoring counter","hpmcounter25","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter25","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc1a",,"Performance-Monitoring counter","hpmcounter26","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter26","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc1b",,"Performance-Monitoring counter","hpmcounter27","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter27","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc1c",,"Performance-Monitoring counter","hpmcounter28","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter28","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc1d",,"Performance-Monitoring counter","hpmcounter29","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter29","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc1e",,"Performance-Monitoring counter","hpmcounter30","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter30","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xc1f",,"Performance-Monitoring counter","hpmcounter31","","R","register","0","0xffffffffffffffff","This register is not implemented.",,"UserCounterTimers","0","user"
,"[63:0]","Performance-Monitoring counter","hpmcounter31","","R","status","0",,"This register is not implemented.",,"UserCounterTimers","0","user"
"0xcc0",,"non blocking read of FCC registers","nb_fcc","","R","register","0x0000000000000000","0xffffffff00000000","Reading from this read-only register returns the current value in the two credit counters of the hart. This operation is non-blocking.","PRM-0","ET_FastCreditCounter",,"user"
,"[15:0]","Credit Counter 0 value","credit_0","","R","status","",,"Returns the value of the hart's first credit counter in bits [15:0].",,,,
,"[31:16]","Credit Counter 1 value","credit_1","","R","status","",,"Returns the value of the hart's second credit counter in bits [31:16].",,,,
"0xcc8",,"user level head port for msg port0","porthead0","","R","register","",,"Each of these four 'blocking' registers are encoded as follows:
0: OOB. The out-of-band bit of the message if OutOfBand data is enabled on this port, otherwise zero.
9:1:  Offset. Offset of a message’s first byte within the port storage area. The offset is aligned to a 2-byte boundary.",,"ET_Messaging",,"user"
,"[63:0]","user level head port for msg port0","porthead0","","R","status","",,"Each of these four 'blocking' registers are encoded as follows:
0: OOB. The out-of-band bit of the message if OutOfBand data is enabled on this port, otherwise zero.
9:1:  Offset. Offset of a message’s first byte within the port storage area. The offset is aligned to a 2-byte boundary.",,"ET_Messaging",,"user"
"0xcc9",,"user level head port for msg port1","porthead1","","R","register","",,"",,"ET_Messaging",,"user"
,"[63:0]","user level head port for msg port1","porthead1","","R","status","",,"",,"ET_Messaging",,"user"
"0xcca",,"user level head port for msg port2","porthead2","","R","register","",,"",,"ET_Messaging",,"user"
,"[63:0]","user level head port for msg port2","porthead2","","R","status","",,"",,"ET_Messaging",,"user"
"0xccb",,"user level head port for msg port3","porthead3","","R","register","",,"",,"ET_Messaging",,"user"
,"[63:0]","user level head port for msg port3","porthead3","","R","status","",,"",,"ET_Messaging",,"user"
"0xccc",,"user level headnb nonblocking port for msg port0","portheadnb0","","R","register","",,"Each of these four 'non-blocking' registers are encoded as follows. All values not shown are reserved.
0: OOB. The out-of-band bit of the message if OutOfBand data is enabled on this port, otherwise zero.
9:1:  Offset. Offset of a message’s first byte within the port storage area. The offset is aligned to a 2-byte boundary.
63:  Empty. Set to ‘1’ if the port is empty, otherwise ‘0’.",,"ET_Messaging",,"user"
,"[63:0]","user level headnb nonblocking port for msg port0","portheadnb0","","R","status","",,"Each of these four 'non-blocking' registers are encoded as follows. All values not shown are reserved.
0: OOB. The out-of-band bit of the message if OutOfBand data is enabled on this port, otherwise zero.
9:1:  Offset. Offset of a message’s first byte within the port storage area. The offset is aligned to a 2-byte boundary.
63:  Empty. Set to ‘1’ if the port is empty, otherwise ‘0’.",,"ET_Messaging",,"user"
"0xccd",,"user level headnb nonblocking port for msg port1","portheadnb1","","R","register","",,"",,"ET_Messaging",,"user"
,"[63:0]","user level headnb nonblocking port for msg port1","portheadnb1","","R","status","",,"",,"ET_Messaging",,"user"
"0xcce",,"user level headnb nonblocking port for msg port2","portheadnb2","","R","register","",,"",,"ET_Messaging",,"user"
,"[63:0]","user level headnb nonblocking port for msg port2","portheadnb2","","R","status","",,"",,"ET_Messaging",,"user"
"0xccf",,"user level headnb nonblocking port for msg port3","portheadnb3","","R","register","",,"",,"ET_Messaging",,"user"
,"[63:0]","user level headnb nonblocking port for msg port3","portheadnb3","","R","status","",,"",,"ET_Messaging",,"user"
"0xcd0",,"Shadow of mhartid","hartid","","R","register","",,"This register is a read-only shadow of the MHARTID register, and permits U-mode and S-mode code to read the ID of the hardware thread running the code. Attempting to read the HARTID register when MENABLE_SHADOWS[0] is 0 will cause an illegal instruction exception.","PRM-0","ET_SpecificCSRs",,"user"
,"[63:0]","Shadow of mhartid","hartid","","R","status","",,"This register is a read-only shadow of the MHARTID register, and permits U-mode and S-mode code to read the ID of the hardware thread running the code. Attempting to read the HARTID register when MENABLE_SHADOWS[0] is 0 will cause an illegal instruction exception.","PRM-0","ET_SpecificCSRs",,"user"
"0xf11",,"Vendor ID","mvendorid","","R","register","0x00000000000005e5","0xffffffffffffffff","The mvendorid CSR is a 32-bit read-only register providing the JEDEC manufacturer ID of the provider of the core. This register must be readable in any implementation, but a value of 0 can be returned to indicate the field is not implemented or that this is a non-commercial implementation. This register is encoded as follows:
31:7 - BANK. 
6:0 - OFFSET.
For more information, refer to  Section 3.1.2 of the RISC-V Privileged Architecture Specification, Volume II.","Section 3.1.2, RISC-V Volume II","MachineInformation",,"machine"
,"[63:0]","Vendor ID","mvendorid","","R","status","0x00000000000005e5",,"The mvendorid CSR is a 32-bit read-only register providing the JEDEC manufacturer ID of the provider of the core. This register must be readable in any implementation, but a value of 0 can be returned to indicate the field is not implemented or that this is a non-commercial implementation. This register is encoded as follows:
31:7 - BANK. 
6:0 - OFFSET.
For more information, refer to  Section 3.1.2 of the RISC-V Privileged Architecture Specification, Volume II.","Section 3.1.2, RISC-V Volume II","MachineInformation",,"machine"
"0xf12",,"Architecture ID","marchid","","R","register","0x8000000000000001","0xffffffffffffffff","The marchid CSR is a 64 bit read-only register encoding the base microarchitecture of the hart.  The combination of mvendorid and marchid should uniquely identify the type of hart microarchitecture that is implemented. For more information, refer to  Section 3.1.3 of the RISC-V Privileged Architecture Specification, Volume II.","Section 3.1.3, RISC-V Volume II","MachineInformation",,"machine"
,"[63:0]","Architecture ID","marchid","","R","status","0x8000000000000001",,"The marchid CSR is a 64 bit read-only register encoding the base microarchitecture of the hart.  The combination of mvendorid and marchid should uniquely identify the type of hart microarchitecture that is implemented. For more information, refer to  Section 3.1.3 of the RISC-V Privileged Architecture Specification, Volume II.","Section 3.1.3, RISC-V Volume II","MachineInformation",,"machine"
"0xf13",,"Implementation ID","mimpid","","R","register","",,"The mimpid CSR provides a unique encoding of the version of the processor implementation. For more information, refer to  Section 3.1.4 of the RISC-V Privileged Architecture Specification, Volume II.","Section 3.1.4, RISC-V Volume II","MachineInformation",,"machine"
,"[63:0]","Implementation ID","mimpid","","R","status","",,"The mimpid CSR provides a unique encoding of the version of the processor implementation. For more information, refer to  Section 3.1.4 of the RISC-V Privileged Architecture Specification, Volume II.","Section 3.1.4, RISC-V Volume II","MachineInformation",,"machine"
"0xf14",,"Hardware Thread ID","mhartid","","R","register","",,"Unique HART-ID for all HARTs in the SOC. Value = (ShireID * 64) + (NeighID * 4) + (CoreID * 2) + HartID (within core)","Section 3.1.5, RISC-V Volume II","MachineInformation",,"machine"
,"[63:0]","Hardware Thread ID","mhartid","","R","status","",,"Unique HART-ID for all HARTs in the SOC. Value = (ShireID * 64) + (NeighID * 4) + (CoreID * 2) + HartID (within core)","Section 3.1.5, RISC-V Volume II","MachineInformation",,"machine"
"0xfc0",,"Dcache submodule status","dcache_debug","","R","register","",,"This register shows the status of state machines inside the DCache. It is for low-level debug only. ","Xavier Reves by email","ET_SpecificCSRs",,"machine"
,"[63:0]","Dcache submodule status","dcache_debug","","R","status","",,"This register shows the status of state machines inside the DCache. It is for low-level debug only. ","Xavier Reves by email","ET_SpecificCSRs",,"machine"
